"","Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux"
"1",1974-10-01,608.812196926563,45563,10,275,1974.74840182648,1498,1975,1,6.41150984072025,NA,NA,-2.59749068136652,0.42489092858856,0.0815290667681163,4288.54091781335,0.0849667197840039,2878.07699940804
"2",1974-10-02,611.643881563431,45564,10,276,1974.75114155251,1498,1975,2,6.41615022027675,NA,NA,-2.58988938220447,0.424808219294981,0.0821516038383219,4341.38623329592,0.0857417325075521,2880.43293324791
"3",1974-10-03,605.980512289695,45565,10,277,1974.75388127854,1498,1975,3,6.40684782761444,NA,NA,-2.58032669752224,0.425043016204972,0.0830200676287414,4346.65812487592,0.0867211263715263,2856.06986265659
"4",1974-10-04,603.148827652828,45566,10,278,1974.75662100457,1498,1975,4,6.40216397830201,NA,NA,-2.57115990483683,0.425161452892867,0.0838525251460174,4369.72771332429,0.0877215390231997,2827.22836505647
"5",1974-10-05,608.812196926563,45567,10,279,1974.75936073059,1498,1975,5,6.41150984072025,NA,NA,-2.56315805900917,0.424940302774484,0.0845753244675654,4448.77825779723,0.0885619746892713,2837.80099328929
"6",1974-10-06,611.643881563431,45568,10,280,1974.76210045662,1498,1975,6,6.41615022027675,NA,NA,-2.55475882281033,0.424835508396391,0.0853348524749845,4509.60829059821,0.0895204816138907,2823.22049592396
"7",1974-10-07,608.812196926563,45569,10,281,1974.76484018265,1498,1975,7,6.41150984072025,608.407670549868,NA,-2.54559849104774,0.424951841749056,0.0861669916009041,4532.50213566617,0.0904671811719656,2804.83973981034
"8",1974-10-08,611.643881563431,45570,10,282,1974.76757990868,1498,1975,8,6.41615022027675,608.812196926563,NA,-2.53719354311362,0.424849152947095,0.0869264767932828,4593.71931924761,0.0913855159072239,2797.45610536671
"9",1974-10-09,614.475566200299,45571,10,283,1974.7703196347,1498,1975,9,6.42076916613305,609.216723303259,NA,-2.52878116528484,0.424749065822348,0.0876860871609742,4655.31477604949,0.092298387319297,2798.27971073623
"10",1974-10-10,614.475566200299,45572,10,284,1974.77305936073,1498,1975,10,6.42076916613305,610.430302433345,NA,-2.51999568275997,0.424756936022987,0.0884818780114835,4697.56386053903,0.0932401748904181,2798.33054151284
"11",1974-10-11,617.307250837166,45573,10,285,1974.77579908676,1498,1975,11,6.42536687538168,612.452934316822,NA,-2.51157310068043,0.42466047457718,0.0892415910948695,4759.73118078697,0.0941121946345267,2814.73155102316
"12",1974-10-12,614.475566200299,45574,10,286,1974.77853881279,1498,1975,12,6.42076916613305,613.261987070212,NA,-2.50242471770949,0.424772676424265,0.0900734597125681,4782.06202952161,0.0949714712254074,2823.09730668839
"13",1974-10-13,603.148827652828,45575,10,287,1974.78127853881,1498,1975,13,6.40216397830201,612.048407940126,NA,-2.49219361523009,0.425194295160183,0.0910154152846145,4743.00066475444,0.0959726607385085,2798.85696872058
"14",1974-10-14,586.158719831621,45576,10,288,1974.78401826484,1498,1975,14,6.37359060585796,608.812196926563,NA,-2.48121702198489,0.425826886141758,0.0920358998320228,4661.07654736136,0.0969946293457152,2773.95780001185
"15",1974-10-15,572.000296647283,45577,10,289,1974.78675799087,1498,1975,15,6.34913950999379,603.148827652828,NA,-2.4705908252195,0.426356709820406,0.0930242248514923,4597.33399578177,0.0980537934372408,2727.11854668622
"16",1974-10-16,560.673558099812,45578,10,290,1974.7894977169,1498,1975,16,6.32913884328712,595.462826495615,NA,-2.46033230543847,0.42677949770575,0.0939777507410509,4552.48856651347,0.099192524672619,2679.94546658803
"17",1974-10-17,557.841873462944,45579,10,291,1974.79223744292,1498,1975,17,6.32407554133058,587.372298961707,NA,-2.45122226262406,0.426874583725246,0.0948138356892789,4569.79343596834,0.100279487262152,2653.5243882447
"18",1974-10-18,555.010188826076,45580,10,292,1974.79497716895,1498,1975,18,6.31898647182311,578.472718674409,NA,-2.44211652926761,0.42696791606471,0.0956501703822193,4586.70117240707,0.10138028266602,2623.61361339397
"19",1974-10-19,543.683450278605,45581,10,293,1974.79771689498,1498,1975,19,6.29836718462037,568.359559257024,NA,-2.4318677119859,0.427383164983391,0.0966089892696828,4538.13482425564,0.102259633715776,2637.3124346523
"20",1974-10-20,546.515134915473,45582,10,294,1974.800456621,1498,1975,20,6.30356200149747,560.269031723116,NA,-2.4235388171044,0.42725599110096,0.0973643658995856,4597.43900246537,0.103202126025994,2648.51702470968
"21",1974-10-21,555.010188826076,45583,10,295,1974.80319634703,1498,1975,21,6.31898647182311,555.819241579467,NA,-2.41594800462002,0.426922250691692,0.0980389515998222,4701.25011223249,0.104090864668725,2669.16654298094
"22",1974-10-22,572.000296647283,45584,10,296,1974.80593607306,1498,1975,22,6.34913950999379,555.819241579467,NA,-2.40940103301663,0.426298044166014,0.0985970739550191,4872.74879959128,0.104996347547992,2685.34412914972
"23",1974-10-23,600.31714301596,45585,10,297,1974.80867579909,1498,1975,23,6.3974580872646,561.482610853202,NA,-2.40411660836477,0.425324761273848,0.099011369281131,5135.4624095666,0.105866246332239,2704.49024366504
