"","Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","Qualifier","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux"
"1",1974-10-01,106.471342346227,45563,10,275,1974.74840182648,1498,1975,"A",1,4.66787586298844,NA,NA,-2.86632605955137,0.33079033033794,0.0603381571339639,555.058188122461,0.0779088153220524,379.542898601098
"2",1974-10-02,108.453521592034,45564,10,276,1974.75114155251,1498,1975,"A",2,4.68632170877919,NA,NA,-2.8771533482001,0.332044793117409,0.0596044620186828,558.516713056543,0.077938037120188,378.673393537427
"3",1974-10-03,100.807973072491,45565,10,277,1974.75388127854,1498,1975,"A",3,4.61321745045057,NA,NA,-2.83026337415573,0.331325872023585,0.0628428632289681,547.349327785504,0.0773892112958346,383.557908367018
"4",1974-10-04,96.277277653503,45566,10,278,1974.75662100457,1498,1975,"A",4,4.56723233720875,NA,NA,-2.80035042637657,0.331094599371135,0.0649146375694786,539.983116148597,0.076723155479586,389.354405137951
"5",1974-10-05,94.2950984076956,45567,10,279,1974.75936073059,1498,1975,"A",5,4.54642920957899,NA,NA,-2.78610380605828,0.331383908922923,0.0659076236193574,536.955769872403,0.0769074080481447,391.252893317471
"6",1974-10-06,88.3485606702733,45568,10,280,1974.76210045662,1498,1975,"A",6,4.48128990740803,NA,NA,-2.74462675464348,0.330513142773965,0.0687837694531014,525.048223276002,0.0773238507774307,391.261724240771
"7",1974-10-07,84.6673706423453,45569,10,281,1974.76484018265,1498,1975,"A",7,4.43873029298923,97.0458777692242,NA,-2.7172008474943,0.330106555378061,0.0706924353376823,517.133602743458,0.0771429088291854,394.791333384186
"8",1974-10-08,84.1010337149717,45570,10,282,1974.76757990868,1498,1975,"A",8,4.43201885840124,93.8501193933307,NA,-2.7118590780795,0.330591712826265,0.0710753916671669,516.457201902212,0.0768908518599975,402.23113497502
"9",1974-10-09,82.6851913965379,45571,10,283,1974.7703196347,1498,1975,"A",9,4.41504052186682,90.1689293654026,NA,-2.70026071941892,0.33077424975017,0.0718921712576303,513.597710046226,0.0767421935681077,403.749668765878
"10",1974-10-10,78.4376644412363,45572,10,284,1974.77305936073,1498,1975,"A",10,4.36230422578588,86.973170989509,NA,-2.66690430182831,0.32988024595585,0.0742183873193186,502.979065337297,0.0768072547198726,406.622946149382
"11",1974-10-11,73.6238005585611,45573,10,285,1974.77579908676,1498,1975,"A",11,4.29896835061407,83.7369599759459,NA,-2.62724885574603,0.328562979621145,0.0769851160505363,489.709742119116,0.0764432415067995,409.969174406372
"12",1974-10-12,80.9861806144172,45574,10,286,1974.77853881279,1498,1975,"A",12,4.3942785304184,81.8356860054775,NA,-2.68406982244499,0.332061228208058,0.0730575923180707,511.199023685104,0.0762844917686509,414.741369695863
"13",1974-10-13,86.0832129607792,45575,10,287,1974.78127853881,1498,1975,"A",13,4.45531442100476,81.5120649041212,NA,-2.71986452313795,0.334645839441204,0.0705847350436842,524.980291266343,0.0761008741259632,417.602266419813
"14",1974-10-14,86.0832129607792,45576,10,288,1974.78401826484,1498,1975,"A",14,4.45531442100476,81.7143280924689,NA,-2.71861110181184,0.335329897732986,0.0706841744872664,525.719881037742,0.0758150785671777,420.13214928087
"15",1974-10-15,83.2515283239114,45577,10,289,1974.78675799087,1498,1975,"A",15,4.42186648693723,81.5929701794603,NA,-2.69719772212212,0.334873860018192,0.0721866904376354,519.233959029159,0.0757381375733151,424.625251190821
"16",1974-10-16,76.1723167317421,45578,10,290,1974.7894977169,1498,1975,"A",16,4.33299809920038,80.6625595130609,NA,-2.64255475657206,0.332408605704546,0.0760059995353661,500.217385258416,0.0760594941538284,433.549722699415
"17",1974-10-17,85.5168760334056,45579,10,291,1974.79223744292,1498,1975,"A",17,4.44871373697341,81.6738754547994,NA,-2.71089118745688,0.33714411378037,0.071258516656723,526.504815526235,0.0754724979956562,440.433328851318
"18",1974-10-18,91.1802453071411,45580,10,292,1974.79497716895,1498,1975,"A",18,4.51283826514295,84.1819389903108,NA,-2.7480233663173,0.340196417225104,0.0686801880231943,541.060680242485,0.0749158849132902,449.066540325207
"19",1974-10-19,88.9148975976469,45581,10,293,1974.79771689498,1498,1975,"A",19,4.4876797055068,85.3146128450579,NA,-2.73166746640681,0.339980573939373,0.0698321651819375,536.467952117428,0.0750518525858365,449.830216379159
"20",1974-10-20,86.6495498881527,45582,10,294,1974.800456621,1498,1975,"A",20,4.46187182155092,85.395518120397,NA,-2.71499630778127,0.339689973250129,0.0710078820780078,531.602008177283,0.0751538443279728,454.122136801868
"21",1974-10-21,87.2158868155262,45583,10,295,1974.80319634703,1498,1975,"A",21,4.46838650257212,85.5573286710751,NA,-2.71760460214965,0.340640934250185,0.0708370242214089,533.789039823243,0.0749371208484939,458.498521664846
"22",1974-10-22,88.9148975976469,45584,10,296,1974.80593607306,1498,1975,"A",22,4.4876797055068,86.3663814244659,NA,-2.72776924331413,0.342128142515813,0.070136824700012,538.808421832618,0.0751271741457463,460.667685127339
"23",1974-10-23,100.807973072491,45585,10,297,1974.80867579909,1498,1975,"A",23,4.61321745045057,89.8857609017158,NA,-2.80070780193341,0.348109735624495,0.0650379003907345,566.467681934639,0.07592175030577,461.648848836353
"24",1974-10-24,116.665407038951,45586,10,298,1974.81141552511,1498,1975,"A",24,4.75931006894807,94.3355510453651,NA,-2.88710386645528,0.357618641005874,0.0596753083869241,601.520613966899,0.0756026747251277,462.234168354651
"25",1974-10-25,124.027787094807,45587,10,299,1974.81415525114,1498,1975,"A",25,4.82050562997499,99.0280570150317,NA,-2.92238157292443,0.363841519906909,0.0579563920334026,621.060743684334,0.0749844793343153,469.269105829154
"26",1974-10-26,129.124819441169,45588,10,300,1974.81689497717,1498,1975,"A",26,4.86077952911293,104.772331564106,NA,-2.94385017800675,0.36822800410417,0.0569266445431279,635.095529109186,0.075887950754984,478.832202343406
"27",1974-10-27,129.407987904856,45589,10,301,1974.8196347032,1498,1975,"A",27,4.86297011049275,110.880679852207,NA,-2.94177908447616,0.369296764381451,0.0570732035833677,638.126937130274,0.0763399452630882,485.387346706703
